Area,Room,Parking,Warehouse,Elevator,Address
106,2,True,True,True,East Ferdows Boulevard
56,1,True,True,True,East Ferdows Boulevard
58,1,True,True,True,East Ferdows Boulevard
95,2,True,True,True,Central Janatabad
50,1,True,True,True,West Ferdows Boulevard
60,2,True,True,False,Central Janatabad
60,1,True,True,True,East Ferdows Boulevard
92,2,True,True,False,Mehran
57,1,True,True,True,West Ferdows Boulevard
72,2,True,True,False,West Ferdows Boulevard
71,2,True,True,False,East Ferdows Boulevard
123,2,True,True,True,Northren Jamalzadeh
50,1,True,True,True,West Ferdows Boulevard
58,1,True,True,True,Shahr-e-Ziba
54,1,True,True,True,East Ferdows Boulevard
85,2,True,True,True,Shahr-e-Ziba
85,2,True,True,True,West Ferdows Boulevard
125,3,False,True,True,Nasim Shahr
55,1,True,True,True,East Ferdows Boulevard
72,2,True,True,True,West Ferdows Boulevard
58,1,True,True,True,Shahr-e-Ziba
115,2,True,True,True,East Ferdows Boulevard
100,2,True,True,True,West Ferdows Boulevard
116,2,True,True,True,Persian Gulf Martyrs Lake
105,2,True,True,True,Persian Gulf Martyrs Lake
60,1,True,True,False,East Ferdows Boulevard
53,1,True,True,True,Feiz Garden
55,1,True,True,True,East Ferdows Boulevard
76,2,True,True,True,East Ferdows Boulevard
111,3,True,True,True,Persian Gulf Martyrs Lake
77,2,True,True,True,Golestan
58,1,True,True,True,East Ferdows Boulevard
94,2,True,True,False,Southern Program Organization
58,1,True,True,True,Shahr-e-Ziba
108,2,True,True,True,Golestan
56,1,True,True,True,Feiz Garden
84,2,True,True,True,North Program Organization
60,2,True,True,True,Azarbaijan
53,1,False,True,True,Pardis
73,2,True,True,True,Pirouzi
73,2,False,False,True,Pirouzi
150,3,True,True,True,Pirouzi
114,2,True,True,True,Pirouzi
66,2,True,True,True,Ostad Moein
53,1,False,True,True,Pardis
125,3,True,True,True,Pirouzi
105,2,True,True,True,Koohsar
135,3,True,True,True,Tenant
137,3,True,True,True,Shams Abad
90,2,True,True,False,Central Janatabad
125,2,True,True,True,Southern Janatabad
52,1,True,True,True,East Ferdows Boulevard
110,3,True,True,True,Persian Gulf Martyrs Lake
110,3,True,True,True,Persian Gulf Martyrs Lake
112,2,True,False,True,Persian Gulf Martyrs Lake
65,2,True,True,True,Shahran
48,1,True,True,True,Andisheh
105,2,True,True,True,Persian Gulf Martyrs Lake
56,1,True,True,True,Shahr-e-Ziba
108,2,True,True,True,Golestan
78,2,True,True,True,Southern Janatabad
85,2,True,True,True,Parand
105,2,True,True,True,Pardis
145,3,True,True,True,Saadat Abad
145,3,True,True,True,Punak
140,3,True,True,True,Punak
66,2,True,True,True,Ostad Moein
121,3,True,True,True,Persian Gulf Martyrs Lake
105,2,True,True,True,Persian Gulf Martyrs Lake
150,2,False,True,True,Chardangeh
98,2,True,True,True,Central Janatabad
108,2,True,True,True,Persian Gulf Martyrs Lake
95,2,True,True,True,Ostad Moein
64,1,False,False,True,Fallah
75,1,True,False,True,Fallah
50,1,True,True,True,West Ferdows Boulevard
90,2,True,True,True,Persian Gulf Martyrs Lake
93,2,True,True,True,Fallah
148,3,True,True,True,Persian Gulf Martyrs Lake
64,1,False,True,False,Eskandari
114,2,True,True,True,Persian Gulf Martyrs Lake
107,2,True,True,True,Persian Gulf Martyrs Lake
113,2,True,True,True,Persian Gulf Martyrs Lake
115,2,True,True,True,Gheitarieh
115,2,True,True,True,Persian Gulf Martyrs Lake
120,2,True,True,True,Gholhak
76,2,True,True,True,Central Janatabad
106,2,True,True,True,North Program Organization
105,2,True,True,True,Gheitarieh
87,2,False,False,True,Ray
68,2,True,True,True,Ostad Moein
70,2,True,True,True,Punak
165,3,True,True,True,Ostad Moein
50,1,True,True,True,West Ferdows Boulevard
70,2,True,True,True,Saadat Abad
165,3,True,True,True,Marzdaran
115,2,True,True,True,Central Janatabad
93,2,True,False,True,Shahr-e-Ziba
57,1,True,True,True,Ostad Moein
175,3,True,True,True,Marzdaran
146,3,True,True,True,Marzdaran
135,3,True,True,True,Marzdaran
50,1,True,True,True,Southern Program Organization
110,2,True,True,True,Pardis
108,2,True,True,True,Mahallati
121,3,True,True,True,Pardis
90,2,True,True,True,Shahrakeh Naft
117,2,True,True,True,Niavaran
142,3,True,True,True,Punak
55,1,True,True,False,West Ferdows Boulevard
85,2,True,True,True,Shahran
100,2,True,True,True,Ajudaniye
165,3,True,True,True,Shahrake Gharb
83,2,True,True,True,Qazvin Imamzadeh Hassan
95,2,True,True,True,Abazar
82,2,True,True,True,Persian Gulf Martyrs Lake
112,3,True,True,True,Shahran
96,2,True,True,True,Northern Janatabad
86,3,True,True,True,Parand
105,2,True,True,True,Pardis
115,2,True,True,True,Ostad Moein
87,2,True,True,True,Shahr-e-Ziba
165,3,True,True,True,Farmanieh
135,3,True,True,True,Marzdaran
110,2,True,True,True,Feiz Garden
80,2,True,True,True,Southern Janatabad
66,2,True,True,True,Southern Janatabad
88,2,True,True,True,Qazvin Imamzadeh Hassan
70,1,True,True,False,Shahrake Qods
130,3,True,True,True,Feiz Garden
87,2,True,True,True,North Program Organization
86,2,True,True,True,Southern Janatabad
62,1,True,True,True,Southern Program Organization
125,3,True,True,True,Punak
87,2,True,True,True,Pardis
70,2,True,True,True,Southern Janatabad
65,2,True,True,True,Southern Janatabad
64,2,True,True,True,Southern Janatabad
62,2,True,True,True,Southern Janatabad
70,2,True,True,True,Southern Janatabad
140,3,True,True,True,Gheitarieh
125,3,True,True,True,Gheitarieh
68,2,True,True,True,Southern Janatabad
67,2,True,False,False,West Ferdows Boulevard
64,2,True,True,True,Southern Janatabad
64,2,True,True,False,Jeyhoon
95,2,True,True,False,Northern Janatabad
97,2,True,True,True,Pardis
136,3,True,True,True,Persian Gulf Martyrs Lake
70,1,True,True,True,West Ferdows Boulevard
85,2,True,True,True,Qazvin Imamzadeh Hassan
105,2,True,True,True,Pardis
50,1,True,False,True,North Program Organization
57,1,True,True,True,Southern Program Organization
121,3,True,True,True,Pardis
95,2,True,True,True,West Ferdows Boulevard
65,2,True,True,True,West Ferdows Boulevard
100,2,False,True,False,Tehransar
128,3,True,True,True,Kook
93,2,True,True,True,Gheitarieh
75,2,True,True,True,Qazvin Imamzadeh Hassan
133,4,True,True,False,Jeyhoon
100,2,True,True,True,Northern Janatabad
140,3,True,True,True,Persian Gulf Martyrs Lake
92,2,True,True,True,Central Janatabad
120,2,True,True,False,Amirabad
45,1,True,True,False,Jeyhoon
130,2,True,True,False,Gheitarieh
95,2,False,True,True,Nawab
150,3,False,False,False,Gheitarieh
72,2,True,True,True,Qazvin Imamzadeh Hassan
60,1,True,True,True,Central Janatabad
190,3,True,True,True,Dorous
125,2,True,True,True,Shahrake Gharb
90,2,True,True,True,North Program Organization
105,2,True,True,True,Shahr-e-Ziba
90,2,True,True,True,Shahran
102,2,True,True,True,Southern Janatabad
50,1,True,True,True,Ostad Moein
66,2,True,True,False,Punak
125,3,True,True,True,Yousef Abad
132,3,True,True,True,Parand
103,2,True,True,True,Central Janatabad
130,2,True,True,True,Shahran
160,3,True,True,True,Amirabad
110,2,True,True,True,Shahran
75,2,True,True,True,Shahran
75,2,True,True,True,Shahran
85,2,True,True,True,Northern Suhrawardi
130,3,True,True,True,Saadat Abad
73,2,True,True,True,Qazvin Imamzadeh Hassan
95,2,True,True,True,Saadat Abad
65,2,True,True,True,Salsabil
64,2,True,True,True,Azarbaijan
94,2,True,True,True,Villa
110,2,True,True,True,Pardis
105,2,True,True,True,Pardis
145,3,True,True,True,Heravi
105,2,True,True,True,Pardis
120,2,True,True,True,Farmanieh
100,2,True,True,True,Hakimiyeh
115,2,True,True,True,Water Organization
100,2,False,True,True,Shahr-e-Ziba
63,1,True,True,True,Ostad Moein
55,1,False,False,False,West Ferdows Boulevard
123,3,True,True,True,Nezamabad
81,2,True,True,True,Qazvin Imamzadeh Hassan
130,3,True,True,True,Jeyhoon
108,2,True,True,True,Pasdaran
135,3,True,True,True,Qasr-od-Dasht
82,2,True,True,True,West Ferdows Boulevard
120,2,True,True,True,Southern Program Organization
50,1,True,True,True,Shahran
80,2,True,True,True,Shahran
100,2,True,True,True,Pardis
85,2,True,True,True,Shahran
44,1,True,True,False,Shahran
115,2,True,True,True,Tajrish
75,2,True,True,True,North Program Organization
65,1,True,True,True,Shahran
86,2,True,True,True,Central Janatabad
106,2,True,True,True,Yousef Abad
92,2,True,True,True,Shahr-e-Ziba
62,1,True,True,True,Southern Program Organization
92,2,True,True,True,Pasdaran
180,3,True,True,True,Pasdaran
85,2,True,True,True,Central Janatabad
60,1,True,True,True,Saadat Abad
100,2,True,True,True,East Ferdows Boulevard
100,2,True,True,True,Northern Janatabad
121,2,True,True,True,Garden of Saba
63,1,True,True,True,Farmanieh
98,2,True,True,True,West Ferdows Boulevard
67,2,True,True,True,Pasdaran
87,2,True,True,True,West Ferdows Boulevard
115,3,True,True,True,Pasdaran
49,1,False,False,True,Punak
40,0,False,True,False,Ostad Moein
130,3,True,True,True,Yousef Abad
144,3,True,True,False,Pasdaran
66,2,True,True,True,Ostad Moein
53,1,True,True,True,Southern Janatabad
88,2,True,True,True,Central Janatabad
105,2,True,True,True,Southern Janatabad
90,2,True,True,True,Qalandari
125,2,True,True,True,Dezashib
75,2,True,True,True,Tarasht
95,2,True,True,True,Feiz Garden
54,1,True,True,False,Andisheh
98,2,True,True,True,Shahr-e-Ziba
90,2,True,True,True,Feiz Garden
97,2,True,True,True,Feiz Garden
71,2,True,True,True,East Ferdows Boulevard
150,3,True,True,True,Shahrake Gharb
116,3,True,True,True,Pasdaran
120,2,True,True,True,Saadat Abad
79,2,True,True,True,West Ferdows Boulevard
79,2,True,True,True,West Ferdows Boulevard
135,2,True,True,True,Dorous
110,2,True,True,True,West Ferdows Boulevard
75,2,True,True,False,Shahr-e-Ziba
110,3,True,True,True,Shahr-e-Ziba
87,2,True,True,True,West Ferdows Boulevard
75,2,True,True,True,Punak
108,2,True,True,True,West Ferdows Boulevard
110,2,True,True,True,Central Janatabad
100,2,True,True,True,Shahr-e-Ziba
63,1,True,True,True,Ostad Moein
140,3,True,True,True,Shahrake Gharb
72,2,True,True,False,Southern Janatabad
73,2,True,True,False,Southern Janatabad
145,3,True,True,True,Dezashib
75,2,True,True,False,Northern Janatabad
92,2,True,True,True,Yousef Abad
80,2,True,True,True,Si Metri Ji
127,2,True,True,True,Ekhtiarieh
66,2,True,True,True,Ostad Moein
74,2,True,True,True,Yousef Abad
105,3,True,True,True,Parand
112,3,True,True,False,Parand
120,2,True,True,True,Shahrake Gharb
123,3,True,True,True,Pardis
140,3,True,True,True,Shahrake Gharb
63,1,True,True,True,Punak
56,1,True,True,True,Punak
105,2,True,True,True,Feiz Garden
97,2,True,True,True,Yousef Abad
140,3,True,True,True,Jordan
60,2,True,True,False,Central Janatabad
100,2,True,True,True,Pardis
54,1,False,True,True,Punak
90,2,True,True,True,Ekhtiarieh
92,2,True,True,True,Feiz Garden
65,2,False,True,False,Feiz Garden
76,2,True,True,True,Andisheh
72,2,True,True,True,Southern Janatabad
135,3,True,True,True,Farmanieh
54,1,False,True,True,Punak
87,2,True,True,True,Pardis
100,2,True,True,False,Yousef Abad
98,2,True,True,True,Gheitarieh
133,3,False,False,False,Andisheh
108,2,True,True,True,West Ferdows Boulevard
76,2,True,True,True,Shahr-e-Ziba
73,2,True,True,True,Razi
76,2,True,True,True,Southern Program Organization
80,2,True,True,True,Southern Program Organization
92,2,True,True,True,Gheitarieh
130,2,True,True,True,Qalandari
71,2,True,True,True,Azari
56,1,True,True,True,Shahran
105,2,True,True,True,Pardis
110,2,True,True,True,West Ferdows Boulevard
93,2,True,True,True,Central Janatabad
179,3,True,True,True,Pasdaran
100,2,True,True,True,Gholhak
110,3,True,True,True,Saadat Abad
98,2,True,True,True,Northern Janatabad
101,2,True,True,True,Saadat Abad
105,2,True,True,True,Pardis
157,3,True,True,True,Heravi
180,3,True,True,True,Pasdaran
90,2,True,True,True,Qazvin Imamzadeh Hassan
97,2,True,True,True,Pardis
120,3,True,True,True,Persian Gulf Martyrs Lake
60,1,True,True,True,Yousef Abad
100,2,True,True,True,Pardis
185,3,True,True,True,Pasdaran
62,2,True,True,True,Central Janatabad
79,2,True,True,True,Central Janatabad
105,2,True,True,True,Pardis
128,3,True,True,True,Shahrake Apadana
115,3,True,True,True,Punak
77,2,True,True,False,Central Janatabad
190,3,True,True,True,Punak
65,1,True,True,True,Shahran
97,2,True,True,True,Punak
130,3,True,True,True,Yousef Abad
133,3,True,True,True,Dorous
143,3,True,True,True,Northern Janatabad
76,2,True,True,True,Central Janatabad
155,3,True,True,True,West Ferdows Boulevard
97,2,True,True,True,Pardis
96,2,True,True,True,Ekbatan
147,3,True,True,True,Heravi
85,2,True,True,True,East Ferdows Boulevard
76,2,True,True,True,Ekbatan
103,2,True,True,True,Niavaran
95,2,True,True,True,Saadat Abad
79,2,False,True,False,Northern Janatabad
83,2,True,True,True,Parand
70,2,True,True,True,Southern Program Organization
87,2,True,True,True,Niavaran
87,2,False,True,True,Pardis
84,3,True,True,True,Andisheh
91,2,True,True,True,Tarasht
145,2,True,True,True,Gheitarieh
68,2,True,True,True,North Program Organization
127,3,True,True,True,Garden of Saba
68,1,True,True,True,Ekbatan
105,2,True,True,True,Pardis
89,2,True,True,True,Shahran
82,2,True,True,True,Ostad Moein
65,1,True,True,False,Punak
80,2,True,True,True,Gholhak
106,2,True,True,True,Pardis
75,2,False,True,True,Shahrake Qods
100,2,True,True,True,Shahrake Qods
58,1,True,True,True,Ekbatan
97,2,True,True,True,Pardis
44,1,False,True,False,Pirouzi
108,2,True,True,True,Gheitarieh
87,2,True,True,True,Amirabad
120,3,True,True,True,Persian Gulf Martyrs Lake
103,2,True,True,True,Saadat Abad
78,2,False,False,False,Parand
85,2,True,True,True,Gheitarieh
142,3,True,True,True,Amirabad
90,2,True,True,True,Persian Gulf Martyrs Lake
85,2,True,True,True,Gheitarieh
87,2,True,True,True,Pardis
85,2,True,True,True,Southern Janatabad
92,2,True,True,True,Southern Janatabad
90,2,True,True,True,Shahr-e-Ziba
87,2,True,True,True,Shahr-e-Ziba
108,2,True,True,True,West Ferdows Boulevard
85,2,True,True,False,Southern Janatabad
68,2,True,True,True,Southern Janatabad
78,2,True,True,True,Parand
94,2,True,True,True,Qazvin Imamzadeh Hassan
100,2,True,True,True,Niavaran
100,2,True,True,True,Ajudaniye
44,1,False,True,False,Parastar
65,2,True,True,True,West Ferdows Boulevard
176,2,True,True,False,Islamshahr
83,2,True,True,True,Central Janatabad
68,2,False,True,False,Pirouzi
140,3,True,True,True,Andisheh
75,2,False,True,True,Kahrizak
133,3,True,True,True,East Ferdows Boulevard
87,2,True,True,True,Abazar
60,2,False,True,True,Pirouzi
110,2,True,True,True,Pardis
149,3,True,True,True,West Ferdows Boulevard
90,2,True,True,True,Punak
100,2,True,True,True,Qazvin Imamzadeh Hassan
94,2,True,True,True,Central Janatabad
80,2,True,True,True,Parastar
55,2,False,False,False,Parastar
114,3,True,True,True,Saadat Abad
75,2,True,True,False,Shahr-e-Ziba
146,3,True,True,True,Heravi
70,2,True,True,False,Punak
86,2,True,True,True,Amirabad
69,1,False,True,True,Persian Gulf Martyrs Lake
60,1,True,True,True,West Ferdows Boulevard
101,2,True,True,True,Persian Gulf Martyrs Lake
97,2,True,True,True,Hashemi
105,2,True,True,True,Hakimiyeh
110,2,True,True,False,Saadat Abad
75,2,True,True,True,Punak
110,2,True,True,True,Punak
149,3,True,True,False,Mirdamad
105,2,True,True,True,Railway
110,2,True,True,True,Persian Gulf Martyrs Lake
69,2,True,True,True,Pirouzi
160,2,True,True,True,Yousef Abad
67,2,False,True,True,Pirouzi
121,2,True,True,True,Narmak
105,2,True,True,True,Gisha
83,2,True,True,False,West Ferdows Boulevard
62,1,False,True,True,Pirouzi
55,1,True,True,True,Pirouzi
88,2,True,True,True,Pirouzi
86,2,True,False,True,Air force
62,1,True,True,True,Narmak
65,1,True,True,False,Araj
70,2,True,True,True,Tenant
85,1,True,True,True,Kamranieh
170,3,True,True,True,Punak
120,2,True,True,True,Saadat Abad
120,3,True,True,True,Punak
97,2,True,False,True,Tenant
150,3,True,True,True,Pasdaran
140,2,True,True,True,Pasdaran
85,2,True,True,True,Punak
120,3,True,True,True,Pardis
100,2,True,True,True,Shahr-e-Ziba
105,3,True,True,False,Andisheh
75,2,True,True,True,Punak
51,1,True,True,True,Tenant
89,2,True,True,True,Shahr-e-Ziba
130,3,True,True,True,Saadat Abad
140,2,True,True,True,Pasdaran
100,2,True,True,True,Punak
37,1,False,True,False,Andisheh
140,3,True,True,True,Gheitarieh
150,3,True,True,True,Sadeghieh
160,3,True,True,True,Gheitarieh
165,2,True,True,True,Pakdasht
87,2,True,True,True,Pardis
88,2,True,True,True,West Ferdows Boulevard
145,3,True,True,True,Heravi
86,2,True,True,True,Air force
115,3,True,True,True,Velenjak
90,2,True,True,True,Gheitarieh
107,3,True,True,True,Gheitarieh
84,2,True,True,True,Pirouzi
112,2,True,True,True,Pardis
114,2,True,True,True,Persian Gulf Martyrs Lake
120,3,True,True,True,Pardis
113,2,True,True,True,Persian Gulf Martyrs Lake
84,2,True,True,True,West Pars
45,1,False,True,False,Shahran
53,1,True,True,False,East Ferdows Boulevard
155,2,True,True,True,Pardis
56,1,True,True,True,Shahran
67,2,True,True,True,East Ferdows Boulevard
79,2,True,True,True,East Ferdows Boulevard
65,1,True,True,True,Gheitarieh
113,2,True,True,True,Rudhen
54,1,True,True,False,Aqdasieh
42,1,False,True,True,Jeyhoon
160,3,False,True,False,Pakdasht
56,1,True,True,True,Punak
75,2,True,True,True,Rudhen
80,2,True,True,False,Rudhen
41,1,False,True,True,Farmanieh
117,2,False,True,True,Rudhen
88,2,True,True,True,Abazar
114,2,True,True,True,Abazar
75,2,True,True,True,Shahrake Qods
160,3,True,True,True,Andisheh
87,2,True,True,True,Abazar
104,2,True,True,True,Abazar
90,2,False,True,False,Shahrake Qods
120,2,True,True,False,Andisheh
88,2,False,True,True,Shahrake Qods
76,2,True,True,True,Abazar
85,2,True,True,True,Southern Janatabad
71,2,False,True,False,Northern Janatabad
104,2,True,False,True,Air force
82,2,True,True,True,Abazar
115,2,True,True,True,Gheitarieh
106,2,True,True,True,Abazar
40,1,False,True,True,Karoon
130,2,True,True,True,Gheitarieh
46,1,True,True,False,Jeyhoon
121,2,True,True,True,Dehkade Olampic
80,2,True,True,True,Jeyhoon
154,3,True,True,True,Ostad Moein
60,1,False,True,False,Jeyhoon
68,2,True,True,True,West Ferdows Boulevard
89,2,True,False,True,Andisheh
70,2,True,True,True,Jeyhoon
45,1,True,True,True,Qasr-od-Dasht
113,2,True,True,True,Amirabad
85,2,True,True,True,Dorous
42,1,True,False,True,Vahidieh
108,2,True,True,True,Shahran
82,2,True,True,True,Punak
76,2,True,False,True,Punak
68,2,True,True,True,West Ferdows Boulevard
79,2,True,True,True,Punak
71,2,True,True,True,Punak
73,2,True,True,True,Punak
89,2,True,True,True,Shahrake Qods
85,2,True,True,True,Shahr-e-Ziba
96,2,True,True,True,East Ferdows Boulevard
95,2,True,True,True,Andisheh
60,2,True,True,True,Punak
88,2,False,False,True,Parand
145,3,True,True,True,Pasdaran
75,2,False,True,False,Malard
145,3,True,True,True,Gholhak
105,3,True,True,True,Ostad Moein
100,2,False,True,False,Tehransar
67,2,True,True,True,Feiz Garden
78,2,True,False,True,Jeyhoon
125,2,True,True,True,Gheitarieh
91,2,True,True,True,Shahran
87,2,False,False,True,Pardis
99,2,True,True,True,Punak
113,2,True,True,True,Punak
100,2,True,True,True,Punak
106,2,True,True,True,Pardis
105,2,True,True,True,Shahran
75,2,True,True,True,Shahran
84,3,True,True,True,Shahran
90,2,True,True,True,Shahr-e-Ziba
66,2,True,False,True,Ostad Moein
130,3,True,True,True,Northern Suhrawardi
101,2,True,True,True,Central Janatabad
103,2,False,True,False,Shahran
60,2,True,True,False,Pirouzi
123,2,True,True,True,Persian Gulf Martyrs Lake
70,2,True,True,True,Punak
105,2,True,True,True,Pardis
87,2,False,False,True,Pardis
104,2,True,True,True,Pardis
105,2,True,True,True,Pardis
108,2,True,True,True,Shams Abad
105,2,True,True,True,Pardis
75,2,True,True,False,Central Janatabad
108,2,True,True,True,Shams Abad
105,2,True,True,True,Pardis
116,2,True,True,True,West Ferdows Boulevard
43,1,True,True,True,Shams Abad
64,2,False,True,False,Jeyhoon
48,1,True,True,False,Salsabil
134,3,True,True,True,Andisheh
134,3,True,True,True,Andisheh
100,2,False,False,False,Pardis
48,1,True,True,False,Salsabil
105,2,False,True,False,Andisheh
105,2,True,True,True,Pardis
86,2,True,True,True,Pardis
130,3,True,True,True,West Pars
87,2,True,True,True,Pardis
80,2,False,True,False,Shahrake Qods
112,2,True,True,True,Yousef Abad
120,2,True,True,False,Pardis
125,2,True,True,True,Pardis
100,2,True,True,True,Pirouzi
123,3,True,True,True,East Ferdows Boulevard
100,2,True,True,True,Pirouzi
88,2,True,True,True,Northern Janatabad
87,2,True,True,True,Pardis
66,2,True,False,True,Ostad Moein
85,2,True,True,True,Pardis
84,2,False,True,False,Sattarkhan
110,2,True,True,True,Yousef Abad
101,2,True,True,True,Yousef Abad
100,2,True,True,True,Gheitarieh
45,1,False,True,False,Andisheh
86,2,True,False,True,Pirouzi
138,3,True,True,True,Islamshahr
100,2,False,True,False,Tehransar
55,1,True,True,True,Saadat Abad
100,2,True,True,True,Gheitarieh
108,2,True,True,True,Persian Gulf Martyrs Lake
94,2,True,True,True,Gheitarieh
101,2,True,True,True,Gheitarieh
101,2,True,True,True,Gheitarieh
99,1,True,True,True,Gheitarieh
97,2,True,True,True,Shahrake Gharb
126,2,True,True,True,Gheitarieh
105,2,True,True,True,Pardis
101,2,True,True,True,Tarasht
100,2,True,True,True,Gheitarieh
90,2,True,True,True,Shahrake Qods
146,3,True,True,True,Saadat Abad
90,3,True,True,False,Salsabil
60,2,False,True,False,Shahrake Azadi
85,2,True,True,False,Air force
80,1,False,True,False,Shahrake Qods
132,3,True,True,True,Pasdaran
115,2,True,True,True,Tarasht
70,2,False,True,False,Pirouzi
145,3,True,True,True,Pirouzi
88,2,True,True,True,Punak
54,1,False,True,False,Beryanak
65,2,True,True,False,Pirouzi
70,1,True,True,False,Dehkade Olampic
63,1,True,True,True,Ostad Moein
57,1,True,True,True,Qasr-od-Dasht
144,3,True,True,True,Velenjak
85,2,True,True,True,Shahr-e-Ziba
65,2,False,True,True,West Pars
88,3,False,False,True,Parand
74,2,True,True,True,Darband
76,2,False,False,False,Parand
88,2,False,False,True,Parand
49,1,True,True,True,Punak
95,2,True,True,False,Punak
65,1,True,True,True,Air force
86,2,True,True,True,Niavaran
86,2,True,True,True,Kamranieh
90,2,True,True,True,Golestan
62,2,True,True,False,Ekhtiarieh
90,2,True,True,True,Southern Chitgar
90,2,True,True,True,Railway
150,3,True,True,True,Gheitarieh
70,2,True,True,True,Shahrake Qods
91,2,True,True,True,Tehran Now
120,2,True,True,True,West Ferdows Boulevard
65,2,True,True,False,West Ferdows Boulevard
106,2,True,True,True,West Ferdows Boulevard
100,2,True,True,True,Gheitarieh
125,2,True,True,True,Gheitarieh
57,1,True,True,True,Feiz Garden
43,1,False,True,True,Beryanak
115,3,True,True,True,Feiz Garden
80,2,True,True,True,Feiz Garden
93,2,True,True,True,Southern Janatabad
65,2,True,False,True,Qasr-od-Dasht
90,2,True,True,True,Southern Janatabad
135,3,True,True,True,Shahrake Gharb
63,2,False,True,False,Azarbaijan
53,1,True,True,True,Azarbaijan
50,1,False,True,False,Qasr-od-Dasht
72,2,True,True,False,Qasr-od-Dasht
148,3,True,True,True,Saadat Abad
80,2,True,True,True,Azarbaijan
60,2,True,True,True,Andisheh
102,2,True,True,True,Shahrake Gharb
95,2,True,True,True,Mirdamad
83,2,True,True,True,Ray
95,2,True,True,True,Gheitarieh
83,2,True,True,True,Salsabil
60,1,True,True,True,Northern Chitgar
65,2,True,True,True,Jeyhoon
90,2,True,True,True,Gheitarieh
53,1,True,True,True,Jeyhoon
43,1,True,True,True,Beryanak
97,2,True,True,True,Southern Janatabad
42,1,True,False,True,Jeyhoon
120,2,True,True,True,Abazar
97,2,True,True,True,Sattarkhan
97,2,True,True,True,Southern Janatabad
90,2,True,True,True,Southern Janatabad
97,2,True,True,True,Central Janatabad
90,2,True,True,True,Southern Janatabad
90,2,True,True,True,Punak
150,3,True,True,True,Punak
136,3,True,True,True,Southern Janatabad
120,2,True,True,True,Southern Janatabad
90,2,True,True,True,Punak
50,1,True,True,True,Punak
90,2,True,True,True,Mirdamad
55,1,True,True,True,Punak
75,2,True,True,True,Jeyhoon
47,1,True,True,True,Punak
65,2,True,True,False,Punak
124,3,True,True,True,Southern Janatabad
86,2,True,True,True,Punak
70,1,True,True,True,Punak
68,2,True,True,False,Punak
85,2,True,True,True,Yaftabad
67,2,True,True,True,Punak
72,1,True,True,True,Ozgol
145,3,True,True,True,Central Janatabad
116,2,True,True,True,Shahrake Gharb
65,1,True,True,True,Northern Janatabad
125,2,True,True,True,Ozgol
143,3,True,True,True,Saadat Abad
88,2,True,True,True,Southern Janatabad
95,2,True,True,True,Ostad Moein
58,1,True,True,True,Shahran
120,2,True,True,True,Ekhtiarieh
130,3,True,True,True,Shahrakeh Naft
85,2,True,True,False,Punak
100,2,True,True,False,Islamshahr
115,2,True,True,True,Gheitarieh
76,2,True,True,True,Shahr-e-Ziba
125,2,True,True,True,Punak
110,2,True,True,True,Punak
96,2,True,True,True,Punak
75,2,True,True,False,Islamshahr
105,2,True,True,True,Central Janatabad
160,3,True,True,True,Heravi
76,2,True,True,True,Jeyhoon
110,2,False,True,True,Zafar
198,4,True,True,False,Andisheh
105,2,True,True,True,Andisheh
90,2,True,True,True,Islamshahr
63,1,True,True,True,Islamshahr
100,2,True,True,True,Central Janatabad
117,3,True,True,True,Islamshahr
91,2,True,True,False,Islamshahr
60,1,True,True,False,Islamshahr
110,2,True,True,True,Islamshahr
96,2,True,True,True,Ostad Moein
113,2,True,True,True,Ekhtiarieh
60,1,True,True,True,Persian Gulf Martyrs Lake
74,2,True,True,True,Southern Janatabad
155,3,True,True,True,Dorous
125,2,True,True,True,Ostad Moein
49,1,True,False,True,Dezashib
148,3,True,True,True,Saadat Abad
134,3,True,True,True,Qasr-od-Dasht
90,2,True,True,True,Central Janatabad
110,1,True,True,True,Central Janatabad
115,2,True,True,True,Punak
90,2,True,True,True,Darabad
95,2,True,True,True,North Program Organization
105,2,True,True,True,Pardis
63,2,True,True,True,Amir Bahador
88,2,True,True,False,Northern Janatabad
95,2,True,True,True,Southern Program Organization
108,2,True,True,True,Heravi
90,2,True,True,True,Southern Janatabad
160,3,True,True,True,Velenjak
78,2,False,True,True,Parand
120,3,True,True,True,Persian Gulf Martyrs Lake
158,3,True,True,True,Pasdaran
56,1,True,True,True,West Ferdows Boulevard
100,2,True,True,True,Southern Janatabad
182,3,True,True,True,Saadat Abad
63,2,True,True,True,Shahr-e-Ziba
60,1,True,True,True,Northern Chitgar
125,2,True,True,True,Shahrake Qods
53,1,False,False,False,Shahrake Qods
150,3,True,True,True,Ekhtiarieh
62,2,True,True,False,Punak
113,2,True,True,True,Ekhtiarieh
93,2,True,True,False,Parand
84,2,True,True,True,Damavand
83,2,True,True,True,Jeyhoon
147,3,True,True,True,Ekhtiarieh
75,2,True,True,True,Saadat Abad
119,2,True,True,True,Shahran
105,2,True,True,True,Saadat Abad
115,2,True,True,True,Ekhtiarieh
179,3,True,True,True,Velenjak
86,2,True,True,True,Central Janatabad
70,1,True,True,True,West Ferdows Boulevard
48,1,True,True,True,Shahr-e-Ziba
70,2,False,True,True,Komeil
102,2,True,True,True,Saadat Abad
85,2,True,False,True,Pardis
